Description,Category
Cocacolaepp,Travel - International
Cocacolaepp,Travel - International
Sydney First Avalon,Food / Groceries
Avalon Laundry,Cleaning
Cocacolaepp,Travel - International
Frenchs Forest Kitchen,Food / Groceries
Health-First Pty,Personal care/ Cosmetic
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
Vesnagd69,Charitable and Political Donations: Vesna
COMMISSION SECURITIES LENDING,Commission received
ALPHABET INC,Coupon Credits from JB
Stefanzeljkovi,Charitable and Political Donations: Stefa
Cocacolaepp,Travel - International
Lynnm,Charitable and Political Donations: Lynnm
NORTHERN BEACHES HOSPITAL,Travel - International
Ifaw.org,Charitable and Political Donations: Ifaw.org
Cocacolaepp,Travel - International
Cocacolaepp,Travel - International
Apple,Shopping
Cocacolaepp,Travel - International
NORTHERN BEACHES HOSPITAL,Travel - International
Sky Mobile,Telephone & Internet
Grub Club Pets,Animal care / Pet expenses
Emily Bentley,UK Property / Farm Expenses - LFH Main Home
Restaurants,Entertainment
Etsy,Shopping
World of Books,Shopping
Lynnm,Charitable and Political Donations: Lynnm
UNITEDHEALTH GROUP,Coupon Credits from JB
Amazon Prime,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
bank charge,Bank Fees
Amazon,Shopping
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Restaurants,Entertainment
SERVICIO Service Stations,Travel - International
Etsy,Shopping
La Banette,Food / Groceries
Neraremzija,Charitable and Political Donations: Neraremzija
Vinted,Shopping
Oceana Traders,Food / Groceries
Palm Beach Wine Co,Food / Groceries
Rokvicgordana,Rokvicgordana
Help.For.Stray,Charitable and Political Donations: Help.for stray
PSDA,Charitable and Political Donations
THE MOSAIC CO,Coupon Credits from JB
Etsy,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Palm Beach Wine Co,Food / Groceries
The Oaks Hotel,Travel - International
Safe Haven For Donkeys,Charitable and Political Donations: Safe Haven For Donkeys - RCN 1083468
The Puddleduck Nursery,Childcare - Nursery/Schools (grandchildren)
Food / Groceries,Food / Groceries
Fmb construction - UK house renovation,Fmb Construction
Shopping,Shopping
The Oaks Hotel,Travel - International
Shopping,Shopping
Palm Beach Wine Co,Food / Groceries
Uber,Travel - National
Shopping,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
HEALTHSCOPE OPERATIO FRENCHS,Personal care/ Cosmetic
Palm Beach Wine Co,Food / Groceries
Lynnm,Charitable and Political Donations: Lynnm
Uber,Travel - National
Shopping,Shopping
Unity Communications Ltd,Subscriptions
Restaurants,Entertainment
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Transportfornsw Tap,Travel - International
Stefanzeljkovi,Charitable and Political Donations: Stefa
Amazon Prime,Shopping
Ivahok,Charitable and Political Donations: Ivahok
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Sam Debuse,Samuel Debuse
Amazon Prime,Shopping
Restaurants,Entertainment
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
World of Books,Shopping
Restaurants,Entertainment
Frenchs Forest Kitchen,Food / Groceries
Jhouse Newsagency,Food / Groceries
Parsons Oil Heating,Repairs & Maintenance - UK
Pharmacy,Personal care/ Cosmetic
Restaurants,Entertainment
Phoenix Aviation,Entertainment
Sydney Fresh Seafood,Food / Groceries
SERVICIO Service Stations,Travel - International
Hotels,Entertainment
NORTHERN BEACHES HOSPITAL,Travel - International
Sam Debuse,Samuel Debuse
Frenchs Forest Kitchen,Food / Groceries
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
Steve Lewis,Steve Lewis
FRENCHS FORESAU,Shopping
bank charge,Bank Fees
Apple,Shopping
Shopping,Shopping
Etsy,Shopping
Bank Transfer from Julius Baer - USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB $ TopCard credit 063 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB - USD 2120.333.01 - Adela
Fourth Village Provid,Food / Groceries
Personal Care/Cosmetics,Personal care/ Cosmetic
Flying Sushi Balgo,Food / Groceries
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Woolworths,Shopping
Oculus - Fraudulent,Fraudulent activity - Suspense
Uber,Travel - National
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Uber,Travel - National
Shopping,Shopping
Oculus - Fraudulent,Fraudulent activity - Suspense
VANGUARD FUNDS PLC,Coupon Credits from JB
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Mohanad Ltd,Charitable & Political Donations: Mohanad
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Restaurants,Entertainment
Shopping,Shopping
Fragrancene,Shopping
ISHARES PLC,Compensation payments JB
Personal Care/Cosmetics,Personal care/ Cosmetic
ISHARE V PLC,Coupon Credits from JB
bank charge,Bank Fees
Shopping,Shopping
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Wateraid,Charitable and Political Donations: Wateraid
Restaurants,Entertainment
Oculus - Fraudulent,Fraudulent activity - Suspense
Nfu Mutual Ins-Bc,Insurance
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Apple,Shopping
Apple,Shopping
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Oculus - Fraudulent,Fraudulent activity - Suspense
Glbe Glossier,Personal care/ Cosmetic
Oculus - Fraudulent,Fraudulent activity - Suspense
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,JB - GBP 40201 - Adela
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Oculus - Fraudulent,Fraudulent activity - Suspense
Certas Energy,"Light, Power, Heating - UK"
The Boathouse Arundel,Entertainment
"Post, Card 26",Cash ATM Transactions
Food / Groceries,Food / Groceries
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
"Post, Card 26",Cash ATM Transactions
Pharmacy,Personal care/ Cosmetic
The Boathouse Arundel,Entertainment
CME GROUP INC,Coupon Credits from JB
Orangutan,Charitable and Political Donations: Orangutan
Nfu Mutual Ins-Bc,Insurance
Butternut Box,Animal care / Pet expenses
Commission Fee,Bank Fees
Cotswoldraw,Animal care / Pet expenses
NVIDIA CORP,Coupon Credits from JB
Edina New UK Ltd,Investments
LINKT SYDNEY,Travel - International
League Against,Charitable and Political Donations: League Against
meta,Coupon Credits from JB
Vinted,Shopping
EVA DOWNEY,Eva Downey
Federico Recayte Jara,Property Expenses - Spain
Apple,Shopping
Scott Wilson,UK Property / Farm Expenses - LFH Main Home
Spotify,Subscriptions
Pallant of Arundel,Food / Groceries
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
NOTES AMERICA,JB Investment account
Change.org,Charitable and Political Donations: Change.org
Sixt,Motor Vehicle Expenses
Purchase - UNITS,JB Investment account
Motley,Legal and Professional Expenses
NOTES AMERICA,JB Investment account
Business insurance policied Sabadell,Insurance
ATM - Cash Withdrawals,Cash ATM Transactions
Income Transfer,Interest Paid
interest,Interest Paid
interest,Interest Income
Pallant of Arundel,Food / Groceries
UNION PACIFIC CORP,Coupon Credits from JB
Income Transfer,Interest Paid
Income Transfer,Interest Paid
bank charge,Interest Paid
bank charge,Bank Fees
interest,Interest Income
Income Transfer,Interest Paid
Income Transfer,Interest Paid
GILEAD SCIENCES INC,Coupon Credits from JB
Income Transfer,Interest Paid
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Morrisons,Food / Groceries
bank charge,Interest Paid
Pharmacy,Personal care/ Cosmetic
BMW Financial Services,BMW Car - Motor vehicles
Income Transfer,Interest Paid
Amazon,Shopping
Income Transfer,Interest Paid
Cowdray Farm Shop,Food / Groceries
Co-op Group,Food / Groceries
Superdrug,Personal care/ Cosmetic
EXHALE COFFEE,Food / Groceries
Co-op Group,Food / Groceries
TFL,Travel - National
Co-op Group,Food / Groceries
Trainline,Travel - National
TFL,Travel - National
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
TFL,Travel - National
Shopping,Shopping
Trainline,Travel - National
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
FINAL DRAFT USD,IT Software and Consumables
Taxi - UK,Travel - National
Unknown,Unknown transactions
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Edinanewuk,Charitable & Political Donations: Edinanewuk
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Co-op Group,Food / Groceries
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Sainsburys,Food / Groceries
Amazon,Shopping
Donovan S Dental Practice,Personal care/ Cosmetic
Trainline,Travel - National
bank charge,Bank Fees
The Boathouse Arundel,Entertainment
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Columbia E2 London,Shopping
FELFEL LTD,Food / Groceries
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Edinanewuk,Charitable & Political Donations: Edinanewuk
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Hopevmsdogs,Charitable and Political Donations: Hopevmsdogs
TOBIKO,Entertainment
Taxi - UK,Travel - National
Amazon,Shopping
TFL,Travel - National
Trainline,Travel - National
Gett,Travel - National
SUSHI JOY,Food / Groceries
Waitrose,Food / Groceries
TFL,Travel - National
ENGRAVING STUDIOS,Animal care / Pet expenses
Trainline,Travel - National
TFL,Travel - National
ROLDAUSA ROLDA,Personal care/ Cosmetic
French Caf Bistrot,Entertainment
JUNIPER Arundel,Food / Groceries
SUSHI JOY,Food / Groceries
SIGNATURE NAIL SPA,Personal care/ Cosmetic
Deliveroo,Entertainment
Amazon,Shopping
Trainline,Travel - National
NEWREST TRAVEL RETAIL,Travel - International
NEWREST TRAVEL RETAIL,Travel - International
LinkedIn,Subscriptions
The Barn,Food / Groceries
Trainline,Travel - National
Jimmy & Sons,Food / Groceries
Morrisons,Food / Groceries
JoeAndTheJuice,Food / Groceries
Trainline,Travel - National
bank charge,Bank Fees
TFL,Travel - National
Leon,Food / Groceries
shell,Travel - International
Soho House (Membership),Entertainment
PARADOX DESIGN,Shopping
Leon,Food / Groceries
Baaria,Entertainment
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Trainline,Travel - National
Food / Groceries,Food / Groceries
Pret a Manger,Food / Groceries
NEWREST TRAVEL RETAIL,Travel - International
Leon,Food / Groceries
Almasarinve,Unknown transactions
Fin And Flounder,Food / Groceries
Co-op Group,Food / Groceries
Superdrug,Personal care/ Cosmetic
Pret a Manger,Food / Groceries
Leon,Food / Groceries
The Boathouse Arundel,Entertainment
Andreas London,Food / Groceries
Taxi - UK,Travel - National
WHSmith,Shopping
Rippon Stationer & Newsagents,Shopping
TFL,Travel - National
STRAND NEWS,Shopping
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Food / Groceries,Food / Groceries
MACPAW.COM,IT Software and Consumables
Taxi - UK,Travel - National
NEWREST TRAVEL RETAIL,Travel - International
FORESTHILL 14 LTD,Shopping
NCP LTD,Motor Vehicle Expenses
SUSHI JOY,Food / Groceries
Leon,Food / Groceries
TFL,Travel - National
bank charge,Bank Fees
Food / Groceries,Food / Groceries
VOUT ENTERPRISE LTD,Shopping
Dnvsaveanimals,Charitable and Political Donations: Dnvsaveanimals
CURB MOBILITY LIMITED,Travel - National
Taxi - UK,Travel - National
Covent Garden,Shopping
Bakery,Food / Groceries
JUNIPER Arundel,Food / Groceries
The Barn,Entertainment
NEWREST TRAVEL RETAIL,Travel - International
wendywoow,Shopping
Boots,Personal care/ Cosmetic
ATM - Cash Withdrawals,Cash ATM Transactions
Amazon,Shopping
SUSHI JOY,Food / Groceries
Sainsburys,Food / Groceries
MOUNTAIN LONDON,Entertainment
JUNIPER Arundel,Food / Groceries
Trainline,Travel - National
SUSSEX FISH,Food / Groceries
The Horse Guards Inn,Entertainment
THE STANDARD HOTEL,Travel - National
Médecins Sans Frontières,Charitable and Political Donations: Médecins Sans Frontières / Doctors Without Borders (MSF)
Trainline,Travel - National
Hotels,Travel - National
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
TFL,Travel - National
Guitslaye,Shopping
Cmt Uk Ltd,Travel - National
The Horse Guards Inn,Entertainment
Leon,Food / Groceries
Trainline,Travel - National
Superdrug,Personal care/ Cosmetic
TFL,Travel - National
Co-op Group,Food / Groceries
PIZZERIA ES VERGER,Entertainment
TFL,Travel - National
Jimmy & Sons,Food / Groceries
Leon,Food / Groceries
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Co-op Group,Food / Groceries
Purolabs,Personal care/ Cosmetic
Food / Groceries,Food / Groceries
COMCAB (LONDON) LTD,Travel - National
Tesco Stores,Food / Groceries
THE STANDARD HOTEL,Travel - National
Baaria,Entertainment
Taxi - UK,Travel - National
The Boathouse Arundel,Entertainment
Amazon,Shopping
Arket,Food / Groceries
Trainline,Travel - National
Expedia,Travel - International
Johnsons Enterprises,Food / Groceries
Superdrug,Personal care/ Cosmetic
ATM - Cash Withdrawals,Cash ATM Transactions
Co-op Group,Food / Groceries
Trainline,Travel - National
Pallant of Arundel,Food / Groceries
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
TFL,Travel - National
itsu,Food / Groceries
The Swan Inn,Entertainment
Parking,Travel - National
ELEPHANT AND CASTLE FOOD,Food / Groceries
Trainline,Travel - National
Trainline,Travel - National
HMRC,HMRC Tax
Arket,Food / Groceries
Trainline,Travel - National
ATM - Cash Withdrawals,Cash ATM Transactions
Trainline,Travel - National
Cmt Uk Ltd,Travel - National
The Boathouse Arundel,Entertainment
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Trainline,Travel - National
Soho House (Membership),Entertainment
itsu,Food / Groceries
SAMSOeE,Shopping
DORAGOMIKADO,Charitable and Political Donations: Doragomikado
LBTH PARKING,Motor Vehicle Expenses
Food / Groceries,Food / Groceries
Cowdray Farm Shop,Food / Groceries
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
WEAR LONDON,Shopping
McDonalds,Food / Groceries
Leon,Food / Groceries
Pret a Manger,Food / Groceries
Taxi - UK,Travel - National
Veterinary Services,Animal care / Pet expenses
Leon,Food / Groceries
JUNIPER Arundel,Food / Groceries
Trainline,Travel - National
Trainline,Travel - National
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Unknown,Unknown transactions
JUNIPER Arundel,Food / Groceries
Sunspel Ltd,Shopping
Charlies Farm Shop,Food / Groceries
oralb,Personal care/ Cosmetic
SUSHI JOY,Food / Groceries
Restaurants,Entertainment
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Veterinary Services,Animal care / Pet expenses
Bricco e Bacco,Entertainment
Co-op Group,Food / Groceries
Soho House (Membership),Entertainment
Trainline,Travel - National
IMPEY,Shopping
TOBIKO,Entertainment
Morrisons,Food / Groceries
THE GERMAN GYMNASIUM,Entertainment
Little House Mayfair,Entertainment
Deliveroo,Entertainment
Pret a Manger,Food / Groceries
Payment: Sopher + Co,"Accounts Payable, 820 - Realized Currency Gains"
Trainline,Travel - National
TFL,Travel - National
TFL,Travel - National
Co-op Group,Food / Groceries
LALSHAH GROCERS,Food / Groceries
The Swan Inn,Entertainment
Cranbourn News,Shopping
Sune,Entertainment
The Swan Inn,Entertainment
Taxi - UK,Travel - National
Dogs Trust,Charitable and Political Donations: Dogs Trust
World Animal Protection,Charitable and Political Donations: World Animal Prote
Shelter Nat camp,Charitable and Political Donations: Shelter Nat camp
SMC Re Unity,Charitable and Political Donations: SMC Re Unity
Vesnagd69,Charitable and Political Donations: Vesna
Greenpeace Limited,Charitable and Political Donations: Greenpeace Ltd
Goshcc,Charitable and Political Donations: Goshcc
The Brooke Hospital,Charitable and Political Donations: The Brooke Hospital
BMW Financial Services,BMW Car - Motor vehicles
Eia UK,Charitable and Political Donations: Eia UK
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Soho House (Membership),Entertainment
Amazon Prime,Subscriptions
Fauna & Flora,Charitable and Political Donations: Fauna & Flora cambridge
Orangutan,Charitable and Political Donations: Orangutan
The Boathouse Arundel,Entertainment
Waitrose,Food / Groceries
Sky Digital,Subscriptions
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Barclays Mortgages,Mortgages Barclays
Waitrose,Food / Groceries
Friends Earth Trust,Charitable and Political Donations: Friends Earth Trus
Waitrose,Food / Groceries
Sightsavers,Charitable and Political Donations: Sightsavers
Donkey Sanctuary,Charitable and Political Donations: Donkey Sanctuary
Arun D.C.,Arun D.C.
Stefanzeljkovi,Charitable and Political Donations: Stefa
Steve Lewis,Steve Lewis
BOOKING HOLDINGS INC,Coupon Credits from JB
Gracemelbourne,Shopping
Peta Donations,Charitable and Political Donations: Peta Donations
LINKT SYDNEY,Travel - International
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
PDSA,Charitable and Political Donations: Pdsa Telford
Apple,Shopping
Regina,charitable and political Donations: Regina
Sandrazecev So,Personal care/ Cosmetic
Bank Transfer from Julius Baer - USD 33303 - Adela to Julius Baer - GBP 40203 - Adela,JB - GBP 40203 - Adela
Bank Transfer from Julius Baer - USD 33303 - Adela to Julius Baer - GBP 40203 - Adela,JB - USD 2122.333.03 - Adela
RSPCA,Charitable and Political Donations: RSPCA
Janaa,Charitable and Political Donations: Janaa
L3Ky22,Charitable and Political Donations: L3Ky2
"Post, Card 26",Cash ATM Transactions
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
Ivahok,Charitable and Political Donations: Ivahok
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Neraremzija,Charitable and Political Donations: Neraremzija
BROADCOM INC,Coupon Credits from JB
LINKT SYDNEY,Travel - International
Vinted,Shopping
"Post, Card 26",Cash ATM Transactions
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Spotify,Subscriptions
Debbie/Dogs to Neigh Merital Charity,Charitable & Political Donations: Debbie/Dogs to Neigh Merital Charity
Waitrose,Food / Groceries
Shoe Repairs,Shopping
JUNIPER Arundel,Food / Groceries
Etsy,Shopping
The Boathouse Arundel,Entertainment
FEDEX CORP,Coupon Credits from JB
"Post, Card 26",Cash ATM Transactions
E.F.S,Telephone & Internet
Morrisons,Food / Groceries
Neraremzija,Charitable and Political Donations: Neraremzija
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
RSPCA,Charitable and Political Donations: RSPCA
"Post, Card 26",Cash ATM Transactions
JUNIPER Arundel,Food / Groceries
NIKE INC,Coupon Credits from JB
Pharmacy,Personal care/ Cosmetic
Unknown,Unknown transactions
Animalweb,Charitable and Political Donations: Animalweb
R.M.Williams,Shopping
Amazon,Shopping
Dajana.Radic,Charitable & Political Donations: Dajana.Radic
Amazon,Shopping
Help.For.Stray,Charitable and Political Donations: Help.for stray
Morrisons,Food / Groceries
Send My Bag,"Postage, Freight & Courier"
Soho House (Membership),Entertainment
Amazon Prime,Shopping
Amazon,Shopping
Cash.Completesave.Co.Uk,Fraudulent activity - Suspense
Unknown,Telephone & Internet
ASOS,Shopping
ATM - Cash Withdrawals,Cash ATM Transactions
Etsy,Shopping
Cash Advance,Bank Fees
Petrovictan,Charitable & Political Donations: Petrovictan
Amazon,Shopping
Apple,Shopping
Pharmacy,Personal care/ Cosmetic
Apple,Shopping
Morrisons,Food / Groceries
Animalweb,Charitable and Political Donations: Animalweb
Unknown,Unknown transactions
Walmart Inc,Coupon Credits from JB
Pallant of Arundel,Food / Groceries
Lorenwoka,Charitable and Political Donations: Lorenwoka
Betano.Co.Uk,Entertainment
TFL,Travel - National
Annual fee,Bank Fees
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Hairdressers & Barbers,Personal care/ Cosmetic
Co-op Group,Food / Groceries
Pallant of Arundel,Food / Groceries
Baaria,Food / Groceries
Safe Haven For Donkeys,Charitable and Political Donations: Safe Haven For Donkeys - RCN 1083468
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Neraremzija,Charitable and Political Donations: Neraremzija
Annual fee,Bank Fees
Louis English,Photography
Beach Road Dry Cleaner,Cleaning
Pharmacy,Personal care/ Cosmetic
Trainline,Travel - National
Annual fee,Bank Fees
Battersea Dogs,Charitable and Political Donations: Battersea Dogs
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Petrovictan,Charitable & Political Donations: Petrovictan
Signature Nail,Personal care/ Cosmetic
Shopping,Shopping
Lynnm,Charitable and Political Donations: Lynnm
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Annual fee,Bank Fees
Maoz,Food / Groceries
Shoe Repairs,Shopping
Amazon,Shopping
Unknown,Unknown transactions
Amazon,Shopping
Food / Groceries,Food / Groceries
Dajana.Radic,Charitable & Political Donations: Dajana.Radic
Pret a Manger,Food / Groceries
"Post, Card 26",Cash ATM Transactions
Tesco Stores,Food / Groceries
Neraremzija - Charity (Not UK registered),Charitable and Political Donations: Neraremzija
MERCK & CO INC,Coupon Credits from JB
Apple,Shopping
Ham Yard Hotel,Travel - National
TFL,Travel - National
TFL,Travel - National
Animalweb,Charitable and Political Donations: Animalweb
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
WHSmith,Shopping
Cleansing Service,Cleaning
Pret a Manger,Food / Groceries
Wise,Unknown transactions
Ham Yard Hotel,Travel - National
Amazon,Shopping
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
JUNIPER Arundel,Food / Groceries
Milkinplants,Food / Groceries
TFL,Travel - National
"Post, Card 26",Cash ATM Transactions
Pallant of Arundel,Food / Groceries
Trainline,Travel - National
Arket,Shopping
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Uk For Unhcr,Charitable and Political Donations: UK for Unhcr
Baaria,Food / Groceries
Lynnm,Charitable and Political Donations: Lynnm
Cranbourn News,Shopping
JUSTYNA DIENNET - Loan to friends,Loan to Friends
Ham Yard Hotel,Entertainment
Steve Lewis,Steve Lewis
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Stefanzeljkovi,Charitable and Political Donations: Stefa
Co-op Group,Food / Groceries
Outfox The Market,"Light, Power, Heating - UK"
Lynnm,Charitable and Political Donations: Lynnm
"Post, Card 26",Cash ATM Transactions
JUNIPER Arundel,Food / Groceries
Temu.Com,Shopping
Unknown,Unknown transactions
Edina New UK Ltd,Investments
Cowdray Farm Shop,Food / Groceries
Pharmacy,Personal care/ Cosmetic
Next Directory,Shopping
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
Change.org,Charitable and Political Donations: Change.org
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
FUENTE JARA S.L.,Property Expenses - Spain
ALTRIA GROUP INC,Coupon Credits from JB
Ayurveda Experience,Personal care/ Cosmetic
Unknown,Unknown transactions
Wonderskin Eu,Personal care/ Cosmetic
Christyuk,Shopping
Morrisons,Food / Groceries
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Steve Lewis,Steve Lewis
Tbubanja,Charitable and Political Donations
Shop Kit Kemp,Shopping
JUNIPER Arundel,Food / Groceries
Help.For.Stray,Charitable and Political Donations: Help.for stray
Justanswer.Co.Uk,Subscriptions
Animalweb,Charitable and Political Donations: Animalweb
Cash Advance,Unknown transactions
Amazon,Shopping
Co-op Group,Food / Groceries
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Oscar's Place,Charitable and Political Donations
Daily Mail,Subscriptions
Pallant of Arundel,Food / Groceries
Pharmacy,Personal care/ Cosmetic
Co-op Group,Food / Groceries
TOYOTA MOTOR,Coupon Credits from JB
"Post, Card 26",Cash ATM Transactions
PREMIUM SELECTION,Coupon Credits from JB
Ivahok,Charitable and Political Donations: Ivahok
Vesnagd69,Charitable and Political Donations: Vesna
Animalweb,Charitable and Political Donations: Animalweb
wwf lottery,Charitable and Political Donations
Lookfantastic.Com,Personal care/ Cosmetic
Grumpy Mule,Shopping
Vinted,Shopping
"Post, Card 26",Cash ATM Transactions
Barking Heads,Animal care / Pet expenses
Unknown,Unknown transactions
Petrovictan,Charitable & Political Donations: Petrovictan
Animals Australia,Charitable and Political Donations
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
RSPCA,Charitable and Political Donations: RSPCA
Int Rescue Committ,Charitable and Political Donations: Rescue
Personal Care/Cosmetics,Personal care/ Cosmetic
ASOS,Shopping
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
"Post, Card 26",Cash ATM Transactions
"Post, Card 26",Cash ATM Transactions
Amazon,Shopping
Rokvicgordana,Rokvicgordana
Trainline,Travel - National
"Carrie J Goldsmith, Painting",UK Property / Farm Expenses - LFH Main Home
Bank Transfer from Investec - USD - RD to Investec - GBP - Joint R&A,Investec - GBP - Joint R&A
Bank Transfer from Investec - USD - RD to Investec - GBP - Joint R&A,Investec - USD - RD
FORESTHILL 14 LTD,Shopping
Post Office,"Postage, Freight & Courier"
Southover Electric,Motor Vehicle Expenses
Young Lives vs Cancer - Clic Sgent,Charitable and Political Donations: Young Lives vs Cancer - Clic Sgent
Grub Club Pets,Animal care / Pet expenses
Amazon,Shopping
Zigzag Global,"Postage, Freight & Courier"
Four paws UK,Charitable and Political Donations: Four paws UK
interest,Interest Income
Amazon,Shopping
Sky Mobile,Telephone & Internet
TFL,Travel - National
Tk Maxx,Shopping
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,JB - GBP 40201 - Adela
The Puddleduck Nursery,Childcare - Nursery/Schools (grandchildren)
itsu,Food / Groceries
Sales Units USD - JB Investment,JB Investment account
Veterinary Services,Animal care / Pet expenses
STREAMSAVER LIMITED,Investments
JUNIPER Arundel,Food / Groceries
Sales Units USD - JB Investment,JB Investment account
Co-op Group,Food / Groceries
Fujifilm House Of Phototography,Entertainment
Soho House (Membership),Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Home Kitch* From Homel,UK Property / Farm Expenses - LFH Main Home
Amazon,Shopping
Leon,Food / Groceries
Dogs Trust,Charitable and Political Donations: Dogs Trust
Ifaw.org,Charitable and Political Donations: Ifaw.org
Ifaw.org,Charitable and Political Donations: Ifaw.org
Simunixlimi,Telephone & Internet
